time,quote_volume,base_volume,close,high,low,open,symbol,tradecount
2021-04-05 02:00:00,145535997.792458,212688262.4,0.68934,0.7025,0.64752,0.66062,XRP/USDT,171024
2021-04-05 01:00:00,62619197.243972,97283367.3,0.66093,0.66198,0.6194,0.62108,XRP/USDT,81925
2021-04-05 00:00:00,34349759.073065,54674859.2,0.62109,0.638,0.62051,0.63501,XRP/USDT,34706
2021-04-04 23:00:00,32924674.684501,52301308.0,0.635,0.63599,0.62019,0.62662,XRP/USDT,32983
2021-04-04 22:00:00,22219388.067669,35819635.1,0.62659,0.62726,0.61061,0.61657,XRP/USDT,29111
2021-04-04 21:00:00,8858539.72937,14481761.1,0.61657,0.61701,0.60767,0.60963,XRP/USDT,11970
2021-04-04 20:00:00,13181859.953982,21590339.8,0.60962,0.6162,0.60527,0.61058,XRP/USDT,19115
2021-04-04 19:00:00,12152604.650047,20021017.9,0.61057,0.61099,0.6034,0.60912,XRP/USDT,17011
2021-04-04 18:00:00,15710625.188078,25721331.2,0.60914,0.61452,0.60811,0.61451,XRP/USDT,19087
2021-04-04 17:00:00,25032386.269418,41024447.0,0.61452,0.61765,0.59926,0.59934,XRP/USDT,33587
2021-04-04 16:00:00,15200235.253537,25397980.7,0.59934,0.59996,0.59652,0.59923,XRP/USDT,17959
2021-04-04 15:00:00,16931998.249797,28115573.0,0.59909,0.6055,0.59759,0.60318,XRP/USDT,21120
2021-04-04 14:00:00,29706636.619254,49256096.1,0.60314,0.60662,0.59433,0.59439,XRP/USDT,30252
2021-04-04 13:00:00,16099253.688535,27083309.9,0.59439,0.59777,0.59216,0.59275,XRP/USDT,19221
2021-04-04 12:00:00,17189530.635134,29064071.0,0.59277,0.59563,0.58385,0.58691,XRP/USDT,20476
2021-04-04 11:00:00,15069392.403539,25494770.6,0.58691,0.59532,0.5845,0.59424,XRP/USDT,18785
2021-04-04 10:00:00,11488601.880527,19358814.9,0.59424,0.59689,0.59051,0.59618,XRP/USDT,15624
2021-04-04 09:00:00,10371709.166082,17415978.8,0.59615,0.59827,0.59285,0.59325,XRP/USDT,14265
2021-04-04 08:00:00,12941734.174947,21851916.5,0.59326,0.59599,0.58901,0.59239,XRP/USDT,17106
2021-04-04 07:00:00,11569118.430125,19637403.2,0.5924,0.59322,0.585,0.58841,XRP/USDT,15955
2021-04-04 06:00:00,13154148.562469,22454335.5,0.5884,0.5892,0.58198,0.58688,XRP/USDT,16907
2021-04-04 05:00:00,11629341.532443,19784074.0,0.58698,0.59302,0.584,0.58919,XRP/USDT,14958
2021-04-04 04:00:00,8319051.684853,14105330.7,0.58923,0.5928,0.58754,0.59121,XRP/USDT,11734
2021-04-04 03:00:00,12349775.014584,20888909.8,0.59115,0.59643,0.58522,0.5927,XRP/USDT,16303
2021-04-04 02:00:00,13431133.657447,22758473.6,0.59275,0.59321,0.5854,0.58657,XRP/USDT,16136
2021-04-04 01:00:00,15894667.102247,27295917.6,0.58658,0.5901,0.57412,0.57817,XRP/USDT,20650
2021-04-04 00:00:00,36607232.318785,63534550.2,0.57817,0.5847,0.56591,0.57836,XRP/USDT,40559
2021-04-03 23:00:00,16286926.915171,27921788.2,0.57831,0.58988,0.57685,0.58613,XRP/USDT,20758
2021-04-03 22:00:00,23487092.88712,40354004.1,0.58624,0.58877,0.57373,0.58501,XRP/USDT,28738
2021-04-03 21:00:00,23704577.487778,40354225.7,0.58501,0.60064,0.573,0.59499,XRP/USDT,29787
2021-04-03 20:00:00,12560594.165227,21023029.0,0.59498,0.60452,0.59046,0.60452,XRP/USDT,17957
2021-04-03 19:00:00,13838609.010506,22958469.2,0.60453,0.60616,0.59949,0.60357,XRP/USDT,18692
2021-04-03 18:00:00,25482652.477412,42760943.2,0.60357,0.60393,0.58359,0.59611,XRP/USDT,34700
2021-04-03 17:00:00,43732074.996761,73062308.5,0.59613,0.6083,0.58785,0.60742,XRP/USDT,55258
2021-04-03 16:00:00,31975283.020944,52033805.1,0.60767,0.62463,0.60161,0.61672,XRP/USDT,40015
2021-04-03 15:00:00,19639173.051183,31459163.8,0.61671,0.62972,0.61643,0.62738,XRP/USDT,23752
2021-04-03 14:00:00,30484896.022606,48156174.5,0.62752,0.63891,0.62625,0.62626,XRP/USDT,34820
2021-04-03 13:00:00,22050398.41569,35180409.0,0.62625,0.63082,0.62276,0.63082,XRP/USDT,23728
2021-04-03 12:00:00,20557942.498712,32814153.3,0.63092,0.634,0.6186,0.62233,XRP/USDT,23610
2021-04-03 11:00:00,26164646.398653,41848824.0,0.62233,0.63148,0.61992,0.62626,XRP/USDT,24420
2021-04-03 10:00:00,20331994.94346,32588674.1,0.62626,0.62849,0.61871,0.62057,XRP/USDT,25325
2021-04-03 09:00:00,25363467.341494,41128216.9,0.62056,0.62391,0.60741,0.61781,XRP/USDT,29205
2021-04-03 08:00:00,33737186.663359,54298074.1,0.61781,0.633,0.61,0.6304,XRP/USDT,39602
2021-04-03 07:00:00,21300437.466476,33657925.0,0.63041,0.63758,0.62909,0.63701,XRP/USDT,23915
2021-04-03 06:00:00,31783215.215288,49828144.2,0.63701,0.64262,0.63185,0.63705,XRP/USDT,39679
2021-04-03 05:00:00,33410896.456596,52710875.2,0.63704,0.64111,0.62431,0.62698,XRP/USDT,36322
2021-04-03 04:00:00,14249164.790651,22751935.3,0.62697,0.63191,0.62222,0.62327,XRP/USDT,18391
2021-04-03 03:00:00,11706313.861676,18837163.1,0.62327,0.62667,0.61762,0.62399,XRP/USDT,15562
2021-04-03 02:00:00,24497096.906828,39123089.5,0.62419,0.63598,0.61751,0.63285,XRP/USDT,27501
2021-04-03 01:00:00,51161740.925132,81668868.7,0.63284,0.64,0.61096,0.61662,XRP/USDT,65092
2021-04-03 00:00:00,33434975.449125,54544581.1,0.61666,0.62084,0.60623,0.60701,XRP/USDT,45780
2021-04-02 23:00:00,38265024.471588,63783324.0,0.60701,0.61,0.57087,0.59704,XRP/USDT,37801
2021-04-02 22:00:00,11338588.516192,19024964.3,0.59703,0.59999,0.59235,0.59799,XRP/USDT,14344
2021-04-02 21:00:00,12303827.193335,20564496.4,0.59798,0.60384,0.59506,0.60384,XRP/USDT,14713
2021-04-02 20:00:00,28049437.190634,46844281.4,0.60386,0.608,0.59052,0.5921,XRP/USDT,33241
2021-04-02 19:00:00,15222267.545011,25839937.6,0.59219,0.59295,0.58285,0.59276,XRP/USDT,20154
2021-04-02 18:00:00,9203277.00595,15599383.7,0.59259,0.59285,0.58783,0.5896,XRP/USDT,13940
2021-04-02 17:00:00,19367992.90382,32764413.4,0.58976,0.5963,0.58504,0.59465,XRP/USDT,23384
2021-04-02 16:00:00,70683626.332224,118412376.5,0.59472,0.61,0.5816,0.58247,XRP/USDT,96684
2021-04-02 15:00:00,10324980.764384,17728866.7,0.58237,0.58633,0.57977,0.58018,XRP/USDT,16318
2021-04-02 14:00:00,15245440.073806,26229694.1,0.5803,0.58492,0.57692,0.57729,XRP/USDT,18670
2021-04-02 13:00:00,21171520.404996,36670922.4,0.57723,0.57988,0.57463,0.5784,XRP/USDT,21294
2021-04-02 12:00:00,14102960.888519,24296284.1,0.57841,0.58387,0.57707,0.58125,XRP/USDT,19817
2021-04-02 11:00:00,10458050.816,17942750.6,0.58125,0.58814,0.58072,0.58723,XRP/USDT,15297
2021-04-02 10:00:00,13610469.144087,23274523.3,0.58719,0.58757,0.5816,0.58612,XRP/USDT,17487
2021-04-02 09:00:00,16736799.574473,28760159.1,0.58612,0.58851,0.57774,0.58092,XRP/USDT,20689
2021-04-02 08:00:00,23073154.478707,39758774.1,0.58092,0.58425,0.57637,0.57892,XRP/USDT,24253
2021-04-02 07:00:00,48195271.51395,82701945.0,0.5789,0.5909,0.57427,0.57635,XRP/USDT,50057
2021-04-02 06:00:00,12242698.476423,21465823.0,0.5763,0.57762,0.56522,0.57028,XRP/USDT,17946
2021-04-02 05:00:00,9491908.776372,16643497.2,0.57028,0.57236,0.56818,0.56933,XRP/USDT,11253
2021-04-02 04:00:00,9719770.606241,17068165.7,0.56928,0.5733,0.56689,0.57255,XRP/USDT,12052
2021-04-02 03:00:00,11289782.85452,19761403.9,0.57255,0.57365,0.56795,0.57017,XRP/USDT,13384
2021-04-02 02:00:00,14407711.45957,25189369.2,0.57018,0.577,0.56751,0.57175,XRP/USDT,16955
2021-04-02 01:00:00,15776951.605153,27396055.6,0.57168,0.58227,0.56807,0.57568,XRP/USDT,20471
2021-04-02 00:00:00,18811109.110109,32753985.1,0.57555,0.57972,0.56767,0.57061,XRP/USDT,24615
2021-04-01 23:00:00,9525397.415644,16711370.9,0.57087,0.57331,0.56587,0.5689,XRP/USDT,12140
2021-04-01 22:00:00,7157216.361589,12620965.6,0.56893,0.57072,0.56253,0.56393,XRP/USDT,9991
2021-04-01 21:00:00,5628062.758177,9978567.2,0.56405,0.56554,0.5616,0.56448,XRP/USDT,8263
2021-04-01 20:00:00,9573537.189856,16883887.6,0.56449,0.57172,0.56362,0.56592,XRP/USDT,14056
2021-04-01 19:00:00,9413742.460222,16654664.5,0.56588,0.56793,0.56054,0.56055,XRP/USDT,13521
2021-04-01 18:00:00,16222020.434537,29048868.0,0.56055,0.56301,0.55028,0.55935,XRP/USDT,20031
2021-04-01 17:00:00,11432348.103997,20340028.9,0.55916,0.56691,0.55619,0.56503,XRP/USDT,14660
2021-04-01 16:00:00,16624898.693354,29362813.5,0.56505,0.5712,0.562,0.56269,XRP/USDT,20160
2021-04-01 15:00:00,15815916.146154,27926370.4,0.5626,0.57169,0.56217,0.56929,XRP/USDT,19519
2021-04-01 14:00:00,44355973.34533,79020890.5,0.56915,0.572,0.54864,0.55824,XRP/USDT,50854
2021-04-01 13:00:00,15716564.846638,28082827.9,0.55824,0.56288,0.55538,0.55634,XRP/USDT,18923
2021-04-01 12:00:00,18288975.799921,32914327.1,0.55635,0.55969,0.55296,0.55552,XRP/USDT,22400
2021-04-01 11:00:00,25692006.783903,46082025.7,0.55553,0.56257,0.55252,0.56245,XRP/USDT,31878
2021-04-01 10:00:00,17426045.416964,30951601.8,0.56228,0.56666,0.55909,0.56513,XRP/USDT,22976
2021-04-01 09:00:00,12673431.523685,22369584.7,0.56512,0.56844,0.56452,0.5656,XRP/USDT,17068
2021-04-01 08:00:00,20640584.882173,36270715.4,0.56565,0.57441,0.563,0.56984,XRP/USDT,24346
2021-04-01 07:00:00,11962968.350992,21070868.1,0.5699,0.57063,0.56298,0.56732,XRP/USDT,16569
2021-04-01 06:00:00,11273768.375705,19799261.6,0.56731,0.5715,0.56408,0.56741,XRP/USDT,15422
2021-04-01 05:00:00,11446939.194787,20060800.2,0.56724,0.57468,0.56584,0.57166,XRP/USDT,16265
2021-04-01 04:00:00,13580073.541784,23656348.8,0.57166,0.57833,0.56878,0.573,XRP/USDT,18784
2021-04-01 03:00:00,11737550.061332,20450790.0,0.573,0.57719,0.57098,0.57712,XRP/USDT,17056
2021-04-01 02:00:00,18502387.83264,31923707.6,0.57712,0.5849,0.57578,0.57949,XRP/USDT,20828
2021-04-01 01:00:00,53797312.921308,92113242.1,0.57949,0.59555,0.56997,0.57148,XRP/USDT,77290
2021-04-01 00:00:00,15132613.549819,26624846.9,0.57148,0.5738,0.56447,0.5698,XRP/USDT,21609
2021-03-31 23:00:00,21886826.164266,38323286.6,0.56982,0.57682,0.56662,0.56746,XRP/USDT,31803
2021-03-31 22:00:00,10772763.01838,19129561.3,0.56744,0.57,0.55744,0.56054,XRP/USDT,18408
2021-03-31 21:00:00,10103858.317646,18037216.4,0.56053,0.56569,0.55677,0.56444,XRP/USDT,13693
2021-03-31 20:00:00,15287581.330377,27501395.6,0.56445,0.56571,0.54593,0.55015,XRP/USDT,25089
2021-03-31 19:00:00,8790845.582181,15924432.4,0.55031,0.55499,0.54823,0.55268,XRP/USDT,15515
2021-03-31 18:00:00,9167316.709383,16563871.3,0.55267,0.55549,0.55122,0.55346,XRP/USDT,13647
2021-03-31 17:00:00,14482294.267212,26146275.4,0.55346,0.56,0.5454,0.5465,XRP/USDT,22614
2021-03-31 16:00:00,11082567.708525,20247666.1,0.54643,0.55,0.54436,0.54863,XRP/USDT,17584
2021-03-31 15:00:00,13064189.280128,23752739.8,0.54849,0.554,0.54715,0.548,XRP/USDT,19101
2021-03-31 14:00:00,13800559.599204,25095159.0,0.54801,0.55483,0.54336,0.55369,XRP/USDT,23117
2021-03-31 13:00:00,11919560.565707,21584322.2,0.5537,0.55522,0.54914,0.54991,XRP/USDT,18817
2021-03-31 12:00:00,10363992.165628,18886639.3,0.54991,0.5515,0.54527,0.54766,XRP/USDT,15737
2021-03-31 11:00:00,10250980.355315,18740490.1,0.54767,0.54928,0.5446,0.54466,XRP/USDT,14057
2021-03-31 10:00:00,16098940.999617,29670421.0,0.54479,0.54864,0.53554,0.54633,XRP/USDT,22384
2021-03-31 09:00:00,10914287.01042,19961906.9,0.5464,0.54948,0.545,0.54762,XRP/USDT,15631
2021-03-31 08:00:00,30232524.23487,55583159.0,0.54764,0.55118,0.53,0.54997,XRP/USDT,39830
2021-03-31 07:00:00,19146730.976653,34454151.8,0.54929,0.56491,0.54181,0.5616,XRP/USDT,27918
2021-03-31 06:00:00,19492809.050497,34941295.0,0.56161,0.56246,0.55387,0.55597,XRP/USDT,23196
2021-03-31 05:00:00,10012753.868714,18092764.7,0.55588,0.5572,0.5505,0.55272,XRP/USDT,13390
2021-03-31 04:00:00,15637112.440996,28381979.9,0.5527,0.55451,0.54766,0.55192,XRP/USDT,16974
2021-03-31 03:00:00,59836966.741026,109957401.3,0.55209,0.56122,0.52624,0.56121,XRP/USDT,77722
2021-03-31 02:00:00,9533698.982336,16933486.2,0.56129,0.56547,0.56107,0.56527,XRP/USDT,11936
2021-03-31 01:00:00,8668760.27591,15267222.4,0.56525,0.57159,0.56486,0.56928,XRP/USDT,12655
2021-03-31 00:00:00,7790480.392892,13807360.6,0.56942,0.57109,0.561,0.56207,XRP/USDT,13940
2021-03-30 23:00:00,6092160.453419,10827573.2,0.5621,0.5652,0.56081,0.5652,XRP/USDT,10516
2021-03-30 22:00:00,5258624.855078,9312377.1,0.5652,0.56574,0.56259,0.56569,XRP/USDT,8930
2021-03-30 21:00:00,5012668.176538,8888824.9,0.5657,0.56735,0.5615,0.56241,XRP/USDT,8044
2021-03-30 20:00:00,6484301.925805,11521626.4,0.56237,0.5666,0.56019,0.56646,XRP/USDT,11984
2021-03-30 19:00:00,5566070.711023,9861175.8,0.56645,0.56709,0.56226,0.56509,XRP/USDT,9667
2021-03-30 18:00:00,6295110.867791,11116107.5,0.56502,0.56826,0.56391,0.5647,XRP/USDT,10639
2021-03-30 17:00:00,6571962.689712,11636424.3,0.56473,0.5665,0.56312,0.56414,XRP/USDT,10554
2021-03-30 16:00:00,9305737.652826,16485571.2,0.56418,0.56748,0.56144,0.56239,XRP/USDT,14540
2021-03-30 15:00:00,12337390.899649,21875950.3,0.5624,0.56679,0.56055,0.56364,XRP/USDT,17904
2021-03-30 14:00:00,24847525.349467,43887856.3,0.56364,0.57309,0.56052,0.57251,XRP/USDT,32734
2021-03-30 13:00:00,13368324.419287,23267163.6,0.5725,0.578,0.57095,0.57582,XRP/USDT,17050
2021-03-30 12:00:00,12186297.876488,21101422.3,0.57582,0.5797,0.57524,0.57903,XRP/USDT,15795
2021-03-30 11:00:00,14880679.744867,25746087.2,0.57902,0.58217,0.57515,0.57669,XRP/USDT,15649
2021-03-30 10:00:00,22667978.802279,39177223.6,0.57669,0.58302,0.5748,0.57706,XRP/USDT,25073
2021-03-30 09:00:00,15694192.777067,27324812.0,0.57701,0.5775,0.57021,0.57103,XRP/USDT,19377
2021-03-30 08:00:00,21754421.052329,37896780.8,0.57105,0.58166,0.56899,0.57891,XRP/USDT,22651
2021-03-30 07:00:00,13074529.513104,22596743.5,0.57892,0.58163,0.57514,0.57715,XRP/USDT,19345
2021-03-30 06:00:00,13855755.629499,24073530.9,0.5771,0.57899,0.5727,0.57445,XRP/USDT,16737
2021-03-30 05:00:00,15817066.174414,27430186.2,0.57433,0.58275,0.57278,0.57774,XRP/USDT,19098
2021-03-30 04:00:00,56233062.932045,97391351.1,0.57767,0.588,0.56,0.56067,XRP/USDT,71387
2021-03-30 03:00:00,6146628.634055,10950135.5,0.56067,0.564,0.5594,0.56212,XRP/USDT,8245
2021-03-30 02:00:00,10208028.888085,18178198.2,0.56222,0.56336,0.55926,0.5616,XRP/USDT,10317
2021-03-30 01:00:00,7853579.63055,13977729.6,0.56159,0.56408,0.55903,0.56365,XRP/USDT,11176
2021-03-30 00:00:00,17091714.437027,30244791.0,0.56366,0.57,0.56091,0.56528,XRP/USDT,16478
2021-03-29 23:00:00,9810431.32904,17356908.3,0.56538,0.5678,0.56148,0.56553,XRP/USDT,10453
2021-03-29 22:00:00,6793003.104198,12083910.6,0.56554,0.56666,0.55978,0.56134,XRP/USDT,8597
2021-03-29 21:00:00,5375506.251798,9583363.1,0.56129,0.56225,0.55921,0.56112,XRP/USDT,7227
2021-03-29 20:00:00,14170585.656992,25179789.1,0.56111,0.56669,0.55825,0.56332,XRP/USDT,15237
2021-03-29 19:00:00,8990608.404965,15973937.1,0.56332,0.56395,0.56045,0.56303,XRP/USDT,12536
2021-03-29 18:00:00,13720859.214078,24355977.4,0.5629,0.567,0.56079,0.56606,XRP/USDT,17135
2021-03-29 17:00:00,23821811.511397,42018092.1,0.56598,0.57082,0.5615,0.5627,XRP/USDT,29796
2021-03-29 16:00:00,16610692.170045,29769293.9,0.56261,0.56297,0.55402,0.55571,XRP/USDT,18984
2021-03-29 15:00:00,17678182.452554,31866322.9,0.55567,0.55909,0.55136,0.55808,XRP/USDT,20772
2021-03-29 14:00:00,10982207.566783,19663032.0,0.55808,0.56053,0.55582,0.55875,XRP/USDT,15083
2021-03-29 13:00:00,11126501.826891,19857670.6,0.55876,0.56199,0.55862,0.56139,XRP/USDT,13707
2021-03-29 12:00:00,16205645.477443,28762851.5,0.56141,0.5668,0.55999,0.56187,XRP/USDT,17026
2021-03-29 11:00:00,9128394.739514,16219433.4,0.56183,0.56576,0.55978,0.56514,XRP/USDT,12015
2021-03-29 10:00:00,12681807.061131,22499691.3,0.56513,0.567,0.56122,0.56467,XRP/USDT,16162
2021-03-29 09:00:00,19925588.912216,35213298.9,0.56479,0.57021,0.56211,0.56228,XRP/USDT,25490
2021-03-29 08:00:00,17636004.479961,31481884.9,0.56228,0.56351,0.555,0.55588,XRP/USDT,18922
2021-03-29 07:00:00,11399425.31438,20440238.9,0.55589,0.56035,0.555,0.55603,XRP/USDT,16413
2021-03-29 06:00:00,6750769.080896,12185700.4,0.55603,0.55622,0.5495,0.54982,XRP/USDT,9801
2021-03-29 05:00:00,10619576.405497,19225871.8,0.54982,0.55724,0.54948,0.55586,XRP/USDT,13188
2021-03-29 04:00:00,6538446.657117,11732187.8,0.55577,0.56133,0.55512,0.55955,XRP/USDT,8932
2021-03-29 03:00:00,7860080.278561,14063673.1,0.55958,0.56173,0.556,0.55748,XRP/USDT,9517
2021-03-29 02:00:00,22489993.0705,40202146.6,0.55769,0.56498,0.55312,0.55584,XRP/USDT,26345
2021-03-29 01:00:00,8371627.745257,15240666.0,0.55583,0.55598,0.54567,0.54895,XRP/USDT,10795
2021-03-29 00:00:00,10607687.686506,19276605.6,0.54896,0.55596,0.54317,0.5455,XRP/USDT,16021
2021-03-28 23:00:00,4403915.711582,8047532.4,0.54552,0.54892,0.54543,0.54705,XRP/USDT,6028
2021-03-28 22:00:00,4062197.809065,7441899.4,0.54707,0.54767,0.54359,0.54452,XRP/USDT,6117
2021-03-28 21:00:00,3768680.739417,6941694.7,0.54451,0.54494,0.5409,0.54125,XRP/USDT,5265
2021-03-28 20:00:00,6523107.566605,12026761.3,0.54125,0.54443,0.54059,0.54306,XRP/USDT,7981
2021-03-28 19:00:00,11551571.070871,21278033.6,0.54316,0.54556,0.54155,0.54262,XRP/USDT,13268
2021-03-28 18:00:00,6156895.796762,11296778.4,0.54268,0.54845,0.54205,0.54796,XRP/USDT,10614
2021-03-28 17:00:00,5395637.813913,9845168.3,0.54803,0.55089,0.54662,0.55022,XRP/USDT,8938
2021-03-28 16:00:00,9863515.254209,17926026.3,0.55023,0.553,0.54694,0.55082,XRP/USDT,14481
2021-03-28 15:00:00,8238908.624638,15016064.2,0.55079,0.5526,0.54459,0.54632,XRP/USDT,12163
2021-03-28 14:00:00,6507257.89573,11906152.4,0.54632,0.54841,0.54442,0.54841,XRP/USDT,11379
2021-03-28 13:00:00,9998050.691303,18150086.7,0.54842,0.55446,0.54696,0.54979,XRP/USDT,15932
2021-03-28 12:00:00,19839445.465529,36400006.7,0.54984,0.555,0.53879,0.54766,XRP/USDT,26680
2021-03-28 11:00:00,5828838.461698,10622801.3,0.54776,0.55097,0.54675,0.55097,XRP/USDT,9972
2021-03-28 10:00:00,11275199.477375,20539479.1,0.55096,0.55358,0.54501,0.55206,XRP/USDT,15726
2021-03-28 09:00:00,7115808.576948,12828054.7,0.55206,0.55826,0.55143,0.55616,XRP/USDT,10367
2021-03-28 08:00:00,11793667.458489,21197354.6,0.55601,0.56075,0.55319,0.55739,XRP/USDT,14768
2021-03-28 07:00:00,6402689.11771,11556187.9,0.5573,0.55812,0.55175,0.55234,XRP/USDT,8884
2021-03-28 06:00:00,5595035.113172,10115144.4,0.55234,0.557,0.55086,0.55657,XRP/USDT,8248
2021-03-28 05:00:00,7458374.611083,13407610.9,0.55657,0.55955,0.55352,0.55407,XRP/USDT,11519
2021-03-28 04:00:00,5419169.838473,9819227.0,0.55403,0.55429,0.54926,0.5511,XRP/USDT,8307
2021-03-28 03:00:00,5516488.834212,10026235.0,0.55109,0.55315,0.54829,0.55106,XRP/USDT,7741
2021-03-28 02:00:00,5765041.285644,10451698.1,0.55094,0.55375,0.54877,0.55209,XRP/USDT,8108
2021-03-28 01:00:00,5846893.651339,10621109.0,0.55215,0.55312,0.5483,0.55189,XRP/USDT,8307
2021-03-28 00:00:00,13195107.208398,24060905.1,0.55189,0.55479,0.5432,0.54735,XRP/USDT,17212
2021-03-27 23:00:00,8512695.445483,15457392.3,0.54752,0.5565,0.54661,0.55605,XRP/USDT,12060
2021-03-27 22:00:00,9685985.539563,17358278.2,0.55604,0.56197,0.5539,0.55979,XRP/USDT,11616
2021-03-27 21:00:00,9048094.399709,16239626.6,0.55979,0.56097,0.55312,0.55506,XRP/USDT,11445
2021-03-27 20:00:00,7251404.815908,13102668.1,0.55507,0.55601,0.55022,0.55199,XRP/USDT,9467
2021-03-27 19:00:00,6593215.042045,11897642.1,0.55189,0.55687,0.55087,0.55513,XRP/USDT,8849
2021-03-27 18:00:00,8708087.982415,15706526.9,0.5551,0.55801,0.55164,0.55777,XRP/USDT,11087
2021-03-27 17:00:00,12894759.416982,23243015.0,0.5576,0.55813,0.55129,0.55356,XRP/USDT,14469
2021-03-27 16:00:00,16185933.276311,29306042.9,0.55363,0.55707,0.54593,0.54704,XRP/USDT,19510
2021-03-27 15:00:00,9482974.687557,17315520.0,0.54702,0.551,0.54403,0.54515,XRP/USDT,12922
2021-03-27 14:00:00,6534163.320642,12008612.4,0.54508,0.54642,0.5418,0.54586,XRP/USDT,9706
2021-03-27 13:00:00,10017618.228916,18488107.7,0.54586,0.54737,0.53777,0.53929,XRP/USDT,12883
2021-03-27 12:00:00,17263918.161524,32048973.2,0.53906,0.547,0.5342,0.54561,XRP/USDT,23618
2021-03-27 11:00:00,13198668.52505,24132022.9,0.54555,0.55093,0.54306,0.54839,XRP/USDT,16755
2021-03-27 10:00:00,9316265.996173,16916634.4,0.54849,0.55575,0.54714,0.55346,XRP/USDT,11874
2021-03-27 09:00:00,6947893.200928,12594609.7,0.55334,0.554,0.54924,0.551,XRP/USDT,9963
2021-03-27 08:00:00,13387556.688033,24351213.3,0.55101,0.55512,0.54358,0.55187,XRP/USDT,18049
2021-03-27 07:00:00,16227907.323501,29300334.6,0.55195,0.5611,0.5475,0.561,XRP/USDT,19642
2021-03-27 06:00:00,6580353.073441,11683575.0,0.56107,0.56514,0.56054,0.56377,XRP/USDT,8762
2021-03-27 05:00:00,6917472.089585,12303236.5,0.56366,0.56427,0.56012,0.56235,XRP/USDT,9440
2021-03-27 04:00:00,8735850.344316,15536286.7,0.56234,0.56643,0.55721,0.55882,XRP/USDT,11295
2021-03-27 03:00:00,6684168.061759,11941051.8,0.55881,0.5624,0.55682,0.55823,XRP/USDT,8796
2021-03-27 02:00:00,10254673.422817,18381952.8,0.55821,0.56031,0.55481,0.5574,XRP/USDT,11575
2021-03-27 01:00:00,11668802.122419,20751065.3,0.55741,0.5662,0.5574,0.56266,XRP/USDT,13444
2021-03-27 00:00:00,20139978.11866,35434329.3,0.56258,0.57464,0.56226,0.56348,XRP/USDT,26873
2021-03-26 23:00:00,16987549.033219,30149648.8,0.56357,0.568,0.55477,0.55571,XRP/USDT,20415
2021-03-26 22:00:00,7915636.05259,14261225.3,0.55593,0.55911,0.551,0.55577,XRP/USDT,11565
2021-03-26 21:00:00,7963117.835438,14339161.6,0.55561,0.5606,0.54995,0.55848,XRP/USDT,11522
2021-03-26 20:00:00,10982129.010895,19696363.6,0.55846,0.56366,0.55271,0.5547,XRP/USDT,17244
2021-03-26 19:00:00,8965311.701194,16235149.5,0.55468,0.55606,0.54796,0.54796,XRP/USDT,13279
2021-03-26 18:00:00,10323914.579571,18782806.7,0.54796,0.55668,0.546,0.55586,XRP/USDT,14891
2021-03-26 17:00:00,12935077.319566,23327633.2,0.55586,0.55956,0.55102,0.55775,XRP/USDT,17569
2021-03-26 16:00:00,29504160.429629,52721420.2,0.55765,0.56842,0.546,0.55041,XRP/USDT,37576
2021-03-26 15:00:00,14202667.135465,25958914.8,0.55041,0.55206,0.54133,0.54507,XRP/USDT,21093
2021-03-26 14:00:00,17058949.4749,30935586.3,0.54507,0.55793,0.54304,0.55482,XRP/USDT,21668
2021-03-26 13:00:00,17699952.169486,31946025.9,0.55487,0.55898,0.55113,0.55577,XRP/USDT,21189
2021-03-26 12:00:00,28853649.456056,51589583.3,0.55563,0.56667,0.55291,0.56538,XRP/USDT,33385
2021-03-26 11:00:00,60461552.143603,107748204.5,0.56538,0.57689,0.54464,0.54603,XRP/USDT,68389
2021-03-26 10:00:00,22820642.654503,42186853.2,0.54603,0.55078,0.52999,0.53284,XRP/USDT,30033
2021-03-26 09:00:00,11055171.450308,20743656.4,0.5329,0.53605,0.53,0.5316,XRP/USDT,15153
2021-03-26 08:00:00,14924021.580241,27918528.4,0.53169,0.54049,0.52934,0.53845,XRP/USDT,18612
2021-03-26 07:00:00,17639346.60812,32958987.5,0.53827,0.53966,0.52905,0.53252,XRP/USDT,22425
2021-03-26 06:00:00,9993765.882081,18832526.7,0.53242,0.53423,0.5278,0.53005,XRP/USDT,12286
2021-03-26 05:00:00,9693329.261133,18196805.9,0.53016,0.53539,0.52948,0.53346,XRP/USDT,11953
2021-03-26 04:00:00,10877574.904892,20448763.2,0.53353,0.53555,0.52799,0.53431,XRP/USDT,13355
2021-03-26 03:00:00,10114204.129954,19014104.2,0.53421,0.53643,0.52653,0.52662,XRP/USDT,15609
2021-03-26 02:00:00,12934755.340561,24502142.7,0.52661,0.53453,0.52385,0.53333,XRP/USDT,16235
2021-03-26 01:00:00,17201937.670474,32380142.1,0.5334,0.5364,0.52598,0.53168,XRP/USDT,20613
2021-03-26 00:00:00,22505046.526292,42875734.5,0.53154,0.534,0.50999,0.51034,XRP/USDT,29609
2021-03-25 23:00:00,17094422.572984,33389648.9,0.51058,0.51668,0.50811,0.50973,XRP/USDT,13694
2021-03-25 22:00:00,14467068.333314,28098995.1,0.50962,0.52447,0.50608,0.51921,XRP/USDT,19215
