time,base_volume,quote_volume,close,high,low,open,symbol,tradecount
2021-05-08 00:00:00,1345.89718,4681926.574173,3476.59,3484.0,3472.44,3479.79,ETH/USDT,3854.0
2021-05-07 23:00:00,19900.24004,69083570.9619033,3479.53,3489.0,3438.59,3442.19,ETH/USDT,39117.0
2021-05-07 22:00:00,38829.22486,134021022.4337091,3443.0,3499.0,3421.11,3475.83,ETH/USDT,69279.0
2021-05-07 21:00:00,21439.49414,74568224.9553521,3475.89,3497.8,3455.7,3497.17,ETH/USDT,54555.0
2021-05-07 20:00:00,18632.39404,65333409.6876084,3497.2,3525.62,3476.04,3512.59,ETH/USDT,39687.0
2021-05-07 19:00:00,22844.22755,80264083.2363069,3512.59,3533.76,3498.28,3525.9,ETH/USDT,44498.0
2021-05-07 18:00:00,21372.58039,75349610.1854804,3526.06,3538.14,3512.62,3534.77,ETH/USDT,40166.0
2021-05-07 17:00:00,27228.96488,96639509.1847003,3534.76,3570.0,3522.0,3546.62,ETH/USDT,48085.0
2021-05-07 16:00:00,54145.5223,192614338.88677952,3546.44,3587.0,3532.03,3560.93,ETH/USDT,100605.0
2021-05-07 15:00:00,46556.39461,164466365.8062014,3560.93,3570.0,3495.46,3503.21,ETH/USDT,86806.0
2021-05-07 14:00:00,30274.215,105631004.8654177,3503.21,3506.0,3472.0,3494.99,ETH/USDT,68030.0
2021-05-07 13:00:00,32538.11928,113852169.6560609,3494.99,3515.0,3477.81,3493.47,ETH/USDT,61420.0
2021-05-07 12:00:00,38576.52852,133548841.5721109,3493.46,3498.7,3423.0,3442.93,ETH/USDT,64981.0
2021-05-07 11:00:00,19765.48038,68178731.9261713,3443.48,3468.88,3425.13,3448.0,ETH/USDT,38877.0
2021-05-07 10:00:00,20650.76849,71545233.4059199,3447.89,3475.9,3446.85,3462.98,ETH/USDT,36297.0
2021-05-07 09:00:00,24086.68711,83070503.4111688,3462.98,3471.15,3431.23,3434.59,ETH/USDT,41341.0
2021-05-07 08:00:00,22535.80476,77201048.0754429,3434.88,3443.32,3408.04,3434.09,ETH/USDT,43060.0
2021-05-07 07:00:00,32519.96382,112279210.0725189,3434.17,3480.0,3422.56,3439.73,ETH/USDT,55280.0
2021-05-07 06:00:00,29291.19053,100558176.3075549,3439.72,3448.0,3398.0,3413.39,ETH/USDT,42294.0
2021-05-07 05:00:00,21069.99184,71932561.6173285,3413.24,3425.92,3397.96,3420.93,ETH/USDT,37080.0
2021-05-07 04:00:00,50726.60739,171878383.0492449,3420.93,3425.0,3353.23,3424.0,ETH/USDT,83085.0
2021-05-07 03:00:00,39880.69356,136549002.6265393,3424.01,3448.03,3398.29,3432.27,ETH/USDT,72128.0
2021-05-07 02:00:00,45649.57802,156894245.5998397,3432.27,3473.72,3401.06,3460.31,ETH/USDT,89333.0
2021-05-07 01:00:00,38386.40456,133289353.2138654,3460.32,3505.55,3450.0,3493.79,ETH/USDT,56292.0
2021-05-07 00:00:00,43643.57174,152992067.7324211,3493.86,3536.18,3458.0,3489.74,ETH/USDT,70236.0
2021-05-06 23:00:00,29256.25243,102461887.318706,3489.73,3531.83,3480.22,3530.18,ETH/USDT,57540.0
2021-05-06 22:00:00,31514.31374,111050978.8526885,3530.18,3541.15,3502.55,3516.99,ETH/USDT,58022.0
2021-05-06 21:00:00,25509.82955,89054312.8132525,3516.43,3520.11,3458.0,3464.7,ETH/USDT,52384.0
2021-05-06 20:00:00,31273.0295,108128940.8055915,3464.71,3490.44,3434.55,3482.06,ETH/USDT,75106.0
2021-05-06 19:00:00,60915.83028,210254157.7856542,3482.07,3500.1,3407.58,3457.15,ETH/USDT,107067.0
2021-05-06 18:00:00,86073.77905,299560773.01366967,3457.2,3553.54,3400.2,3543.44,ETH/USDT,155700.0
2021-05-06 17:00:00,34590.57352,123561165.781858,3543.44,3593.24,3538.0,3538.72,ETH/USDT,63389.0
2021-05-06 16:00:00,74428.71728,266162042.2227208,3538.71,3605.4,3527.97,3551.26,ETH/USDT,131832.0
2021-05-06 15:00:00,75765.67253,268573466.6720967,3551.25,3577.76,3507.7,3507.8,ETH/USDT,131943.0
2021-05-06 14:00:00,29288.2995,102217473.6548268,3507.9,3516.53,3460.0,3481.48,ETH/USDT,52385.0
2021-05-06 13:00:00,33340.99501,115985670.9171072,3481.47,3494.1,3461.2,3492.12,ETH/USDT,54104.0
2021-05-06 12:00:00,35472.85174,124046605.2010502,3492.12,3528.0,3476.49,3523.28,ETH/USDT,57170.0
2021-05-06 11:00:00,29952.7373,104823024.8999767,3523.15,3525.21,3468.07,3483.93,ETH/USDT,60818.0
2021-05-06 10:00:00,40364.16033,140588928.5615789,3483.94,3501.0,3440.13,3459.31,ETH/USDT,68778.0
2021-05-06 09:00:00,20948.28052,72235085.7480597,3459.31,3469.07,3419.21,3433.45,ETH/USDT,38437.0
2021-05-06 08:00:00,24234.18156,83488610.6739092,3433.46,3456.89,3422.64,3439.14,ETH/USDT,60944.0
2021-05-06 07:00:00,26082.40267,89137787.1495949,3439.2,3445.71,3376.47,3393.0,ETH/USDT,55991.0
2021-05-06 06:00:00,40222.89549,137456060.1300854,3392.99,3451.18,3382.0,3451.18,ETH/USDT,63604.0
2021-05-06 05:00:00,24367.47012,83970372.3288824,3451.19,3464.33,3424.86,3440.36,ETH/USDT,39259.0
2021-05-06 04:00:00,37826.63759,131469733.0283529,3440.35,3502.0,3431.7,3469.17,ETH/USDT,51392.0
2021-05-06 03:00:00,22544.12146,78096698.9359687,3469.18,3484.63,3448.12,3484.62,ETH/USDT,45477.0
2021-05-06 02:00:00,26698.86725,93017667.3298228,3484.63,3505.01,3460.55,3474.98,ETH/USDT,41626.0
2021-05-06 01:00:00,32087.17081,111252922.3179136,3475.07,3495.62,3440.17,3475.64,ETH/USDT,66018.0
2021-05-06 00:00:00,47833.50783,166833028.6338981,3475.65,3539.2,3449.22,3524.33,ETH/USDT,114123.0
2021-05-05 23:00:00,44992.65434,158493364.9644081,3524.26,3549.34,3494.09,3521.03,ETH/USDT,70067.0
2021-05-05 22:00:00,88128.81398,308169395.587557,3521.4,3537.13,3426.02,3426.36,ETH/USDT,160019.0
2021-05-05 21:00:00,20072.44619,69024894.8924827,3426.36,3466.32,3420.0,3459.06,ETH/USDT,46137.0
2021-05-05 20:00:00,40932.49635,141610269.9882224,3459.32,3484.88,3412.25,3480.5,ETH/USDT,70801.0
2021-05-05 19:00:00,44763.03026,154450006.6226214,3480.84,3483.0,3415.63,3416.62,ETH/USDT,79757.0
2021-05-05 18:00:00,27701.53462,94491686.2145059,3416.62,3420.0,3396.44,3399.01,ETH/USDT,43986.0
2021-05-05 17:00:00,41738.91219,142588533.9192066,3398.69,3452.0,3395.06,3451.88,ETH/USDT,115757.0
2021-05-05 16:00:00,97932.82622,330852549.4192281,3451.87,3456.3,3280.62,3305.79,ETH/USDT,169798.0
2021-05-05 15:00:00,52384.89761,174158857.5360708,3305.9,3353.4,3296.27,3341.13,ETH/USDT,79303.0
2021-05-05 14:00:00,77571.5306,258046511.3600072,3341.08,3385.03,3281.63,3374.27,ETH/USDT,145379.0
2021-05-05 13:00:00,39416.43912,132935531.5657237,3374.27,3385.22,3356.59,3369.99,ETH/USDT,72433.0
2021-05-05 12:00:00,40756.18157,137361178.8965074,3369.98,3388.58,3350.78,3352.64,ETH/USDT,58196.0
2021-05-05 11:00:00,39624.37273,132948074.7050955,3352.65,3385.73,3339.31,3381.53,ETH/USDT,57598.0
2021-05-05 10:00:00,61850.43675,208728061.3099928,3381.52,3407.63,3351.64,3377.59,ETH/USDT,136669.0
2021-05-05 09:00:00,41116.99094,137816924.631746,3377.59,3385.82,3322.74,3352.29,ETH/USDT,75939.0
2021-05-05 08:00:00,48390.64924,162147022.6518553,3352.27,3379.51,3316.56,3339.51,ETH/USDT,99703.0
2021-05-05 07:00:00,49699.55098,164197799.1776652,3339.51,3357.53,3247.33,3264.03,ETH/USDT,100810.0
2021-05-05 06:00:00,36326.60157,118002633.2127218,3264.4,3283.07,3223.0,3281.7,ETH/USDT,64920.0
2021-05-05 05:00:00,37513.31115,122513598.0423743,3281.64,3297.0,3241.5,3262.35,ETH/USDT,72955.0
2021-05-05 04:00:00,41170.02297,135600012.9966894,3262.35,3323.76,3251.06,3296.78,ETH/USDT,69753.0
2021-05-05 03:00:00,41076.35606,135190951.0130114,3296.34,3326.98,3265.0,3316.95,ETH/USDT,110993.0
2021-05-05 02:00:00,32316.75933,107909159.6910573,3317.0,3371.77,3305.0,3369.51,ETH/USDT,111735.0
2021-05-05 01:00:00,51419.84131,172470132.5257161,3369.5,3385.0,3309.78,3310.46,ETH/USDT,91411.0
2021-05-05 00:00:00,77920.0798,256287625.9766914,3310.46,3336.64,3200.23,3239.01,ETH/USDT,120322.0
2021-05-04 23:00:00,38476.47891,126018570.3623457,3239.01,3323.35,3216.47,3311.82,ETH/USDT,105777.0
2021-05-04 22:00:00,49676.28206,163404153.200947,3311.84,3350.0,3250.28,3332.8,ETH/USDT,142402.0
2021-05-04 21:00:00,38581.45732,129696348.7716676,3332.82,3410.93,3323.2,3402.89,ETH/USDT,78096.0
2021-05-04 20:00:00,55891.67776,189470933.72357327,3403.0,3429.31,3339.98,3412.91,ETH/USDT,117348.0
2021-05-04 19:00:00,39735.98651,134373259.6345034,3412.9,3412.91,3351.81,3381.23,ETH/USDT,71058.0
2021-05-04 18:00:00,62855.35269,210857073.1189918,3381.45,3398.12,3310.05,3335.22,ETH/USDT,126058.0
2021-05-04 17:00:00,84003.14641,277081027.9031931,3335.22,3336.46,3257.73,3266.6,ETH/USDT,173813.0
2021-05-04 16:00:00,154493.60583,500488118.98566914,3267.18,3293.15,3160.0,3228.36,ETH/USDT,227455.0
2021-05-04 15:00:00,196030.28935,645866589.6523519,3228.49,3394.94,3213.35,3370.61,ETH/USDT,350692.0
2021-05-04 14:00:00,132363.77641,452756982.1688343,3370.61,3492.0,3339.6,3479.98,ETH/USDT,225413.0
2021-05-04 13:00:00,91370.59807,318679060.2330651,3479.83,3527.0,3450.0,3484.27,ETH/USDT,158081.0
2021-05-04 12:00:00,83275.47101,287417657.04208994,3484.36,3492.77,3413.0,3480.01,ETH/USDT,170415.0
2021-05-04 11:00:00,73167.35975,252096851.11829367,3480.01,3487.0,3382.29,3435.7,ETH/USDT,161284.0
2021-05-04 10:00:00,69784.88367,237235171.19219208,3435.88,3438.0,3335.87,3336.99,ETH/USDT,163381.0
